HOUSEID,PERSONID,TRIPID,SEQ_TRIPID,VEHCASEID,FRSTHM,PARK,HHMEMDRV,TDWKND,TRAVDAY,LOOP_TRIP,DWELTIME,PUBTRANS,TRIPPURP,WHYFROM,WHYTRP1S,TRVLCMIN,STRTTIME,ENDTIME,TRPHHVEH,VEHID,TRPTRANS,NUMONTRP,ONTD_P1,ONTD_P2,ONTD_P3,ONTD_P4,ONTD_P5,ONTD_P6,ONTD_P7,ONTD_P8,ONTD_P9,ONTD_P10,NONHHCNT,HHACCCNT,WHODROVE,DRVR_FLG,PSGR_FLG,WHODROVE_IMP,PARK2_PAMOUNT,PARK2_PAYTYPE,PARK2,WHYTO,WALK,TRPMILES,WTTRDFIN,WTTRDFIN5D,WTTRDFIN2D,TDCASEID,VMT_MILE,GASPRICE,WHYTRP90,NUMADLT,HOMEOWN,RAIL,CENSUS_D,CENSUS_R,HH_HISP,DRVRCNT,CDIVMSAR,HHFAMINC,HH_RACE,HHSIZE,HHVEHCNT,LIF_CYC,MSACAT,MSASIZE,URBAN,URBANSIZE,URBRUR,TDAYDATE,WRKCOUNT,STRATUMID,R_AGE,R_SEX,WORKER,DRIVER,R_RACE,R_HISP,PROXY,EDUC,PRMACT,R_SEX_IMP,VEHTYPE,HHFAMINC_IMP,OBHUR,DBHUR,TRIPMODE,OTHTNRNT,OTPPOPDN,OTRESDN,OTEEMPDN,OBHTNRNT,OBPPOPDN,OBRESDN,DTHTNRNT,DTPPOPDN,DTRESDN,DTEEMPDN,DBHTNRNT,DBPPOPDN,DBRESDN
9000052588,1,1,1,900005258801,1,2,1,2,2,2,85,2,4,1,30,5,1000,1005,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,1,-1,-1,-1,11,2,0.545059042883779,3614017.67917101,3887973.87917756,0.0,90000525880101,0.545059042883779,380.5,6,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,72,2,2,1,2,2,1,7,5,2,1,10,5,5,1,30,7,6,8,30,7,6,20,6,5,7,20,7,6
9000052588,1,2,2,900005258801,1,2,1,2,2,2,15,2,5,11,40,5,1130,1135,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,1,-1,-1,-1,14,2,0.545680546923555,3894404.5609669,4189615.14639365,0.0,90000525880102,0.545680546923555,380.5,4,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,72,2,2,1,2,2,1,7,5,2,1,10,5,5,1,20,6,5,7,20,7,6,20,6,5,7,40,6,5
9000052588,1,3,3,900005258801,1,2,1,2,2,2,380,2,4,14,1,5,1150,1155,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,1,-1,-1,-1,1,1,0.229334990677439,3614017.67917101,3887973.87917756,0.0,90000525880103,0.229334990677439,380.5,6,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,72,2,2,1,2,2,1,7,5,2,1,10,5,5,1,20,6,5,7,40,6,5,30,7,6,8,30,7,6
9000052588,1,4,4,900005258802,1,2,1,2,2,2,180,2,3,1,50,15,1815,1830,1,2,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,2,1,2,-1,-1,-1,17,2,4.77812305779988,3600916.77556404,3873879.87755962,0.0,90000525880104,-1.0,380.5,8,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,72,2,2,1,2,2,1,7,5,2,1,10,5,5,2,30,7,6,8,30,7,6,40,6,6,7,30,6,5
9000052588,1,5,5,900005258802,1,2,1,2,2,2,-9,2,3,17,1,30,2130,2200,1,2,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,2,1,2,-1,-1,-1,1,2,4.3219390926041,3600916.77556404,3873879.87755962,0.0,90000525880105,-1.0,380.5,8,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,72,2,2,1,2,2,1,7,5,2,1,10,5,5,2,40,6,6,7,30,6,5,30,7,6,8,30,7,6
9000052588,2,1,1,900005258802,1,-1,1,2,2,2,450,2,1,1,10,30,900,930,1,2,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,-1,-1,-1,3,-1,4.38533250466128,5241195.53622521,5796854.15639591,0.0,90000525880201,4.38533250466128,380.5,1,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,75,1,1,1,2,2,2,7,-1,1,1,10,5,5,1,30,7,6,8,30,7,6,50,6,6,8,60,6,6
9000052588,2,2,2,900005258802,1,-1,1,2,2,2,5,2,5,3,40,15,1700,1715,1,2,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,-1,-1,-1,14,-9,4.6519577377253,5489505.8621937,6071489.73051592,0.0,90000525880202,4.6519577377253,380.5,4,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,75,1,1,1,2,2,2,7,-1,1,1,10,5,5,1,50,6,6,8,60,6,6,70,7,7,8,50,7,3
9000052588,2,3,3,900005258802,1,-1,1,2,2,2,50,2,4,14,1,5,1720,1725,1,2,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,2,-1,-1,-1,1,-9,0.391547545059043,5241195.53622521,5796854.15639591,0.0,90000525880203,0.391547545059043,380.5,1,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,75,1,1,1,2,2,2,7,-1,1,1,10,5,5,1,70,7,7,8,50,7,3,30,7,6,8,30,7,6
9000052588,2,4,4,900005258802,1,-1,1,2,2,2,180,2,3,1,50,15,1815,1830,1,2,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,1,2,2,-1,-1,-1,17,2,4.77812305779988,5075809.00732682,5613933.75572965,0.0,90000525880204,4.77812305779988,380.5,8,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,75,1,1,1,2,2,2,7,-1,1,1,10,5,5,1,30,7,6,8,30,7,6,40,6,6,7,30,6,5
9000052588,2,5,5,900005258802,1,-1,1,2,2,2,-9,2,5,17,50,30,2130,2200,1,2,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,1,2,2,-1,-1,-1,17,2,4.3219390926041,5075809.00732682,5613933.75572965,0.0,90000525880205,4.3219390926041,380.5,8,2,1,2,7,3,2,2,72,10,2,2,2,10,2,5,1,5,1,202204,1,1033,75,1,1,1,2,2,2,7,-1,1,1,10,5,5,1,40,6,6,7,30,6,5,30,7,6,8,30,7,6
9000163719,1,1,1,900016371902,1,2,1,2,3,2,55,2,2,1,40,15,1030,1045,1,2,3,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,1,-1,-1,-1,13,2,5.62958359229335,720801.140832798,548561.838513557,0.0,90001637190101,5.62958359229335,384.9,3,2,2,2,1,1,2,2,12,4,1,2,2,10,2,4,1,3,1,202211,1,1021,65,1,2,1,1,2,1,6,5,1,3,4,4,4,1,40,4,2,4,5,4,3,80,4,3,5,80,3,2
9000163719,1,2,2,900016371902,1,2,1,2,3,2,60,2,2,13,1,20,1140,1200,1,2,3,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,1,-1,-1,-1,1,2,7.05531385954009,720801.140832798,548561.838513557,0.0,90001637190102,7.05531385954009,384.9,3,2,2,2,1,1,2,2,12,4,1,2,2,10,2,4,1,3,1,202211,1,1021,65,1,2,1,1,2,1,6,5,1,3,4,4,4,1,80,4,3,5,80,3,2,40,4,2,4,5,4,3
9000163719,1,3,3,-1,1,2,-1,2,3,1,-9,2,3,1,50,60,1300,1400,-1,-1,20,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,16,-1,2.0,730015.352556655,555574.264878271,0.0,90001637190103,-1.0,384.9,10,2,2,2,1,1,2,2,12,4,1,2,2,10,2,4,1,3,1,202211,1,1021,65,1,2,1,1,2,1,6,5,1,-1,4,4,4,5,40,4,2,4,5,4,3,40,4,2,4,5,4,3
9000163719,2,1,1,900016371901,1,2,1,2,3,2,339,2,1,1,10,5,901,906,1,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,-1,-1,-1,3,2,2.12678682411436,780501.711903472,616647.393682147,0.0,90001637190201,2.12678682411436,384.9,1,2,2,2,1,1,2,2,12,4,1,2,2,10,2,4,1,3,1,202211,1,1021,69,2,1,1,1,2,1,6,-1,2,1,4,4,3,1,40,4,2,4,5,4,3,60,6,5,7,60,5,5
9000163719,2,2,2,900016371901,1,2,1,2,3,2,-9,2,1,3,1,5,1445,1450,1,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,-1,-1,-1,1,2,2.12678682411436,780501.711903472,616647.393682147,0.0,90001637190202,2.12678682411436,384.9,1,2,2,2,1,1,2,2,12,4,1,2,2,10,2,4,1,3,1,202211,1,1021,69,2,1,1,1,2,1,6,-1,2,1,4,3,4,1,60,6,5,7,60,5,5,40,4,2,4,5,4,3
